|TABLE_NAME                         |COLUMN_ID|COLUMN_NAME                           |DATA_TYPE      |DATA_LENGTH|DATA_PRECISION|DATA_SCALE|NULLABLE|DATA_DEFAULT                         |
|LOGMNR_TS$                         |7        |START_SCNBAS                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TS$                         |8        |START_SCNWRP                          |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |1        |VERSION#                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |2        |VERSION                               |VARCHAR2       |384        |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |3        |TVOID                                 |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |4        |TYPECODE                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |5        |PROPERTIES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |6        |ATTRIBUTES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |7        |METHODS                               |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |8        |HIDDENMETHODS                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |9        |SUPERTYPES                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |10       |SUBTYPES                              |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |11       |EXTERNTYPE                            |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |12       |EXTERNNAME                            |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |13       |HELPERCLASSNAME                       |VARCHAR2       |4.000      |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |14       |LOCAL_ATTRS                           |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |15       |LOCAL_METHODS                         |NUMBER         |22         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |16       |TYPEID                                |RAW            |16         |              |          |Y       |[BLOB[]]                             |
|LOGMNR_TYPE$                       |17       |ROOTTOID                              |RAW            |16         |              |          |Y       |[BLOB[]]                             |
